,Novel Name,Novel Date,Novel Url,Writer Url,Num Submissions,Avg Submission,Min Submission,Min Day,Max Submission,Max Day,Standard Deviation
1578,Title To Be Decided!!,November 2011,http://nanowrimo.org/participants/k-hinton/novels/title-to-be-decided1,http://nanowrimo.org/participants/k-hinton/novels,11,2272.72727273,374,2,4724,14,1317.74028969
1579,Outside Castalia,November 2015,http://nanowrimo.org/participants/jontheone/novels/outside-castalia,http://nanowrimo.org/participants/Jontheone/novels,27,1261.0,6,5,4346,27,1208.89144199
1580,Secret Project,November 2015,http://nanowrimo.org/participants/jennifer-duckie-brewer/novels/secret-project-967687,http://nanowrimo.org/participants/Jennifer-Duckie-Brewer/novels,5,13374.2,0,1,23213,27,8270.72338795
1581,TBD,November 2013,http://nanowrimo.org/participants/jennifer-duckie-brewer/novels/tbd-514980,http://nanowrimo.org/participants/Jennifer-Duckie-Brewer/novels,12,4830.91666667,0,1,9540,5,2956.41932801
1582,The Hidden Moon,November 2015,http://nanowrimo.org/participants/jadana/novels/the-hidden-moon,http://nanowrimo.org/participants/jadana/novels,30,2414.1,275,28,7460,14,1609.96781231
1583,The Dream Trappers,November 2014,http://nanowrimo.org/participants/jadana/novels/the-dream-trappers,http://nanowrimo.org/participants/jadana/novels,25,2000.36,44,19,5720,2,1269.2676906
1584,The Dream Fixers,November 2013,http://nanowrimo.org/participants/jadana/novels/the-dream-fixers,http://nanowrimo.org/participants/jadana/novels,30,2388.8,1065,12,4431,22,979.424062056
1585,No Earthly Idea,November 2015,http://nanowrimo.org/participants/janice-d-p/novels/no-earthly-idea-897496,http://nanowrimo.org/participants/Janice-D-P/novels,28,1800.71428571,368,28,3000,7,538.288614642
1586,The Men That Made Me,November 2015,http://nanowrimo.org/participants/jackbuck/novels/the-men-that-made-me,http://nanowrimo.org/participants/Jackbuck/novels,1,0.0,0,1,0,1,0.0
1587,Dragon Forged,November 2015,http://nanowrimo.org/participants/icefallstears/novels/dragon-forged,http://nanowrimo.org/participants/icefallstears/novels,8,1013.75,86,9,2339,2,833.12255251
1588,Your Hand in Mine,November 2014,http://nanowrimo.org/participants/icefallstears/novels/your-hand-in-mine-612524,http://nanowrimo.org/participants/icefallstears/novels,13,1750.53846154,401,12,3962,17,1010.09722422
1589,Your Arms Like Towers,November 2013,http://nanowrimo.org/participants/icefallstears/novels/your-arms-like-towers,http://nanowrimo.org/participants/icefallstears/novels,11,2455.18181818,0,1,4326,5,1208.86173495
1590,Hellhound Blues,November 2012,http://nanowrimo.org/participants/icefallstears/novels/hellhound-blues,http://nanowrimo.org/participants/icefallstears/novels,8,1636.0,701,7,2197,5,437.025742949
1591,Problem Solvers LLC,November 2006,http://nanowrimo.org/participants/icefallstears/novels/problem-solvers-llc,http://nanowrimo.org/participants/icefallstears/novels,1,0.0,0,1,0,1,0.0
1592,Nine Months without Beer,November 2015,http://nanowrimo.org/participants/hillsc/novels/nine-months-without-beer,http://nanowrimo.org/participants/hillsc/novels,7,300.714285714,0,1,1568,24,519.583820898
1593,Elsewhither,November 2014,http://nanowrimo.org/participants/hillsc/novels/elsewhither-587609,http://nanowrimo.org/participants/hillsc/novels,11,4564.63636364,-39,21,7020,8,1818.85024986
1594,Ronald,November 2013,http://nanowrimo.org/participants/hillsc/novels/ronald,http://nanowrimo.org/participants/hillsc/novels,24,1297.45833333,0,1,2993,27,894.085006173
1595,Elsewhither,November 2012,http://nanowrimo.org/participants/hillsc/novels/elsewhither-180750,http://nanowrimo.org/participants/hillsc/novels,4,2723.0,868,6,5318,18,1856.56793574
1596,Elsewhither,November 2011,http://nanowrimo.org/participants/hillsc/novels/elsewhither,http://nanowrimo.org/participants/hillsc/novels,4,263.75,0,1,623,2,228.359776449
1597,Winter's Gate,November 2010,http://nanowrimo.org/participants/hillsc/novels/winter-s-gate,http://nanowrimo.org/participants/hillsc/novels,1,0.0,0,1,0,1,0.0
1598,Tenner Heed,November 2009,http://nanowrimo.org/participants/hillsc/novels/tenner-heed,http://nanowrimo.org/participants/hillsc/novels,1,0.0,0,1,0,1,0.0
1599,The Vigilante's Awakening,November 2015,http://nanowrimo.org/participants/helenathemuse/novels/the-vigilante-s-awakening,http://nanowrimo.org/participants/helenathemuse/novels,14,1189.28571429,0,1,4000,9,934.757220472
1600,The Vigilante's Lover,November 2014,http://nanowrimo.org/participants/helenathemuse/novels/the-vigilante-s-lover,http://nanowrimo.org/participants/helenathemuse/novels,14,2102.42857143,463,10,6174,11,1766.29809466
1601,Forever Loved: The sequel to Forever Innocent,November 2013,http://nanowrimo.org/participants/helenathemuse/novels/forever-loved-the-sequel-to-forever-innocent,http://nanowrimo.org/participants/helenathemuse/novels,22,2277.59090909,180,3,5071,6,1421.90134101
1602,A Long Awaited Kiss: Book 1 of Gloria's Party Shop Short Romance Series,November 2012,http://nanowrimo.org/participants/helenathemuse/novels/a-long-awaited-kiss-book-1-of-gloria-s-party-shop-short-romance-series,http://nanowrimo.org/participants/helenathemuse/novels,16,1718.625,668,11,3235,26,861.995278047
1603,Stella & Dane,November 2011,http://nanowrimo.org/participants/helenathemuse/novels/stella-dane,http://nanowrimo.org/participants/helenathemuse/novels,22,1366.5,386,3,4200,19,917.686158969
1604,Baby Dust,November 2010,http://nanowrimo.org/participants/helenathemuse/novels/baby-dust,http://nanowrimo.org/participants/helenathemuse/novels,1,0.0,0,1,0,1,0.0
1605,Marcus Mender,November 2009,http://nanowrimo.org/participants/helenathemuse/novels/marcus-mender,http://nanowrimo.org/participants/helenathemuse/novels,1,0.0,0,1,0,1,0.0
1606,The Romantic Comedy with Many Names,November 2008,http://nanowrimo.org/participants/helenathemuse/novels/the-romantic-comedy-with-many-names,http://nanowrimo.org/participants/helenathemuse/novels,1,0.0,0,1,0,1,0.0
1607,Jinnie Wishmaker,November 2007,http://nanowrimo.org/participants/helenathemuse/novels/jinnie-wishmaker,http://nanowrimo.org/participants/helenathemuse/novels,1,0.0,0,1,0,1,0.0
1608,The Forgotten Book,November 2006,http://nanowrimo.org/participants/helenathemuse/novels/the-forgotten-book-573911,http://nanowrimo.org/participants/helenathemuse/novels,1,0.0,0,1,0,1,0.0
1609,Helena the Muse,November 2005,http://nanowrimo.org/participants/helenathemuse/novels/helena-the-muse,http://nanowrimo.org/participants/helenathemuse/novels,1,0.0,0,1,0,1,0.0
1610,Bitch/Bastard and Lock Keeper,November 2015,http://nanowrimo.org/participants/handsome-jim/novels/bitch-bastard-and-lock-keeper,http://nanowrimo.org/participants/handsome-jim/novels,16,3227.125,0,1,8936,28,2143.25368526
1611,Sons of The Republic: La Cremallera,November 2014,http://nanowrimo.org/participants/handsome-jim/novels/sons-of-the-republic-la-cremallera,http://nanowrimo.org/participants/handsome-jim/novels,9,6018.33333333,1872,9,21364,25,5738.14067834
1612,Not so Soon After,November 2013,http://nanowrimo.org/participants/handsome-jim/novels/not-so-soon-after,http://nanowrimo.org/participants/handsome-jim/novels,10,5088.4,24,28,17949,11,4663.0468623
1613,Haney (working title),November 2012,http://nanowrimo.org/participants/handsome-jim/novels/haney-working-title,http://nanowrimo.org/participants/handsome-jim/novels,13,3854.23076923,1626,2,11157,27,2427.17113446
1614,The Nutmeg Gambit,November 2011,http://nanowrimo.org/participants/handsome-jim/novels/the-nutmeg-gambit,http://nanowrimo.org/participants/handsome-jim/novels,14,3646.28571429,882,1,15128,24,3575.74634424
1615,The Vegas Slingshot,November 2010,http://nanowrimo.org/participants/handsome-jim/novels/the-vegas-slingshot,http://nanowrimo.org/participants/handsome-jim/novels,1,0.0,0,1,0,1,0.0
1616,Dark Love,November 2015,http://nanowrimo.org/participants/gpanza/novels/dark-love-892360,http://nanowrimo.org/participants/gpanza/novels,21,2479.0952381,400,9,6889,27,1805.88152606
1617,The Dragon & The Unicorn : A Love Story,November 2014,http://nanowrimo.org/participants/gpanza/novels/the-dragon-the-unicorn-a-love-story,http://nanowrimo.org/participants/gpanza/novels,26,1933.19230769,30,29,3356,7,837.830854016
1618,The Dragon and the Unicorn,November 2013,http://nanowrimo.org/participants/gpanza/novels/the-dragon-and-the-unicorn,http://nanowrimo.org/participants/gpanza/novels,28,1800.14285714,640,4,4300,23,763.346425489
1619,The Bookkeeper's Dilemma,November 2012,http://nanowrimo.org/participants/gpanza/novels/the-bookkeeper-s-dilemma,http://nanowrimo.org/participants/gpanza/novels,25,2031.44,308,7,3845,23,892.118784916
1620,Fertile Ground (working title),November 2011,http://nanowrimo.org/participants/gpanza/novels/fertile-ground-working-title,http://nanowrimo.org/participants/gpanza/novels,26,1965.5,125,1,5434,12,1311.84448099
1621,The Knitting Ninja,November 2010,http://nanowrimo.org/participants/gpanza/novels/the-knitting-ninja,http://nanowrimo.org/participants/gpanza/novels,1,0.0,0,1,0,1,0.0
1622,The Path,November 2015,http://nanowrimo.org/participants/gozonji/novels/the-path-893861,http://nanowrimo.org/participants/Gozonji/novels,6,1889.83333333,420,7,3584,3,1172.68501265
1623,Finding Anthony Ritter,November 2012,http://nanowrimo.org/participants/gozonji/novels/finding-anthony-ritter,http://nanowrimo.org/participants/Gozonji/novels,7,1152.57142857,461,7,2661,3,740.623069187
1624,Magna Cum Murder,November 2015,http://nanowrimo.org/participants/gale-albright/novels/magna-cum-murder,http://nanowrimo.org/participants/gale-albright/novels,1,0.0,0,1,0,1,0.0
1625,Krazee To Go,November 2014,http://nanowrimo.org/participants/gale-albright/novels/krazee-to-go,http://nanowrimo.org/participants/gale-albright/novels,1,0.0,0,1,0,1,0.0
1626,KRAZEE PIZZA,November 2013,http://nanowrimo.org/participants/gale-albright/novels/krazee-pizza,http://nanowrimo.org/participants/gale-albright/novels,25,2114.44,1669,3,4933,28,735.030779219
1627,Lizard Maggie,November 2012,http://nanowrimo.org/participants/gale-albright/novels/lizard-maggie,http://nanowrimo.org/participants/gale-albright/novels,22,2319.95454545,0,1,4005,24,997.820145812
1628,Untitled,November 2011,http://nanowrimo.org/participants/gale-albright/novels/untitled-novel-37230,http://nanowrimo.org/participants/gale-albright/novels,5,910.8,-1,30,2969,18,1093.86258735
1629,THE BLUES,November 2010,http://nanowrimo.org/participants/gale-albright/novels/the-blues-432068,http://nanowrimo.org/participants/gale-albright/novels,1,0.0,0,1,0,1,0.0
1630,Seeing Red,November 2015,http://nanowrimo.org/participants/flickguy/novels/seeing-red-833831,http://nanowrimo.org/participants/flickguy/novels,30,1878.53333333,60,26,6708,21,1430.80745812
1631,"The Sivarta, Book III (ALPHA)",November 2014,http://nanowrimo.org/participants/flickguy/novels/the-sivarta-book-iii-alpha,http://nanowrimo.org/participants/flickguy/novels,25,4337.68,1704,5,8994,23,1681.81798587
1632,"The Sivarta, Book II",November 2013,http://nanowrimo.org/participants/flickguy/novels/the-sivarta-book-ii,http://nanowrimo.org/participants/flickguy/novels,30,3373.0,630,17,8853,23,1729.21747235
1633,Killing Time,November 2012,http://nanowrimo.org/participants/flickguy/novels/killing-time-176941,http://nanowrimo.org/participants/flickguy/novels,27,1923.44444444,262,5,3000,12,644.29463776
1634,Untitled NaNoWriMo 2011 Project,November 2011,http://nanowrimo.org/participants/flickguy/novels/untitled-nanowrimo-2011-project,http://nanowrimo.org/participants/flickguy/novels,30,3515.4,1057,9,5147,29,1048.65617498
1635,Best Enemies Forever / Boring,November 2010,http://nanowrimo.org/participants/flickguy/novels/best-enemies-forever-boring,http://nanowrimo.org/participants/flickguy/novels,1,0.0,0,1,0,1,0.0
1636,The Sivarta,November 2009,http://nanowrimo.org/participants/flickguy/novels/the-sivarta,http://nanowrimo.org/participants/flickguy/novels,1,0.0,0,1,0,1,0.0
1637,Jabberwocky III: The Retread,November 2007,http://nanowrimo.org/participants/flickguy/novels/jabberwocky-iii-the-retread,http://nanowrimo.org/participants/flickguy/novels,1,0.0,0,1,0,1,0.0
1638,Serial Filler,November 2006,http://nanowrimo.org/participants/flickguy/novels/serial-filler,http://nanowrimo.org/participants/flickguy/novels,1,0.0,0,1,0,1,0.0
1639,The Cranston Chronicles,November 2005,http://nanowrimo.org/participants/flickguy/novels/the-cranston-chronicles,http://nanowrimo.org/participants/flickguy/novels,1,0.0,0,1,0,1,0.0
1640,Jabberwocky II: The Revenge,November 2004,http://nanowrimo.org/participants/flickguy/novels/jabberwocky-ii-the-revenge,http://nanowrimo.org/participants/flickguy/novels,1,0.0,0,1,0,1,0.0
1641,Untitled 7th Maplesville Novella,November 2015,http://nanowrimo.org/participants/farrah_rochon/novels/untitled-7th-maplesville-novella,http://nanowrimo.org/participants/Farrah_Rochon/novels,2,1810.5,0,1,3621,5,1810.5
1642,Stay With Me Forever,November 2014,http://nanowrimo.org/participants/farrah_rochon/novels/stay-with-me-forever,http://nanowrimo.org/participants/Farrah_Rochon/novels,12,3141.66666667,1748,10,4884,4,1036.68352076
1643,Wintersage Weddings Continuity,November 2013,http://nanowrimo.org/participants/farrah_rochon/novels/wintersage-weddings-continuity,http://nanowrimo.org/participants/Farrah_Rochon/novels,3,2590.33333333,1719,2,4232,5,1161.5657058
1644,Bayou Dreams #3,November 2012,http://nanowrimo.org/participants/farrah_rochon/novels/bayou-dreams-3,http://nanowrimo.org/participants/Farrah_Rochon/novels,1,0.0,0,1,0,1,0.0
1645,The Novel With No Name...Yet!,November 2011,http://nanowrimo.org/participants/farrah_rochon/novels/the-novel-with-no-name-yet,http://nanowrimo.org/participants/Farrah_Rochon/novels,5,2402.6,1587,3,4033,1,851.442681571
1646,School for Harlots,November 2015,http://nanowrimo.org/participants/evinschmevin/novels/school-for-harlots-924146,http://nanowrimo.org/participants/Evinschmevin/novels,6,752.833333333,0,1,2032,14,621.277022663
1647,Merc,November 2013,http://nanowrimo.org/participants/evinschmevin/novels/merc,http://nanowrimo.org/participants/Evinschmevin/novels,1,0.0,0,1,0,1,0.0
1648,School for Harlots,November 2011,http://nanowrimo.org/participants/evinschmevin/novels/school-for-harlots,http://nanowrimo.org/participants/Evinschmevin/novels,1,0.0,0,1,0,1,0.0
1649,Moral Fable,November 2015,http://nanowrimo.org/participants/evalinaphoenix/novels/moral-fable,http://nanowrimo.org/participants/EvalinaPhoenix/novels,26,2049.03846154,54,17,5730,25,1573.49286818
1650,Another Brilliant Complication,November 2014,http://nanowrimo.org/participants/evalinaphoenix/novels/another-brilliant-complication,http://nanowrimo.org/participants/EvalinaPhoenix/novels,20,2794.95,104,5,10999,24,2684.93187018
1651,Memorable Meals,November 2013,http://nanowrimo.org/participants/evalinaphoenix/novels/memorable-meals,http://nanowrimo.org/participants/EvalinaPhoenix/novels,1,0.0,0,1,0,1,0.0
1652,Untitled 2012,November 2012,http://nanowrimo.org/participants/evalinaphoenix/novels/untitled-2012-569196,http://nanowrimo.org/participants/EvalinaPhoenix/novels,1,0.0,0,1,0,1,0.0
1653,Untitled Novel 2011,November 2011,http://nanowrimo.org/participants/evalinaphoenix/novels/untitled-novel-2011-569197,http://nanowrimo.org/participants/EvalinaPhoenix/novels,1,0.0,0,1,0,1,0.0
1654,Untitled,November 2010,http://nanowrimo.org/participants/evalinaphoenix/novels/novel-569198,http://nanowrimo.org/participants/EvalinaPhoenix/novels,1,0.0,0,1,0,1,0.0
1655,Untitled Novel 2012,November 2009,http://nanowrimo.org/participants/evalinaphoenix/novels/untitled-novel-2012-569199,http://nanowrimo.org/participants/EvalinaPhoenix/novels,1,0.0,0,1,0,1,0.0
1656,Untitled Novel '08,November 2008,http://nanowrimo.org/participants/evalinaphoenix/novels/untitled-novel-08,http://nanowrimo.org/participants/EvalinaPhoenix/novels,1,0.0,0,1,0,1,0.0
1657,Brownies for Breakfast,November 2007,http://nanowrimo.org/participants/evalinaphoenix/novels/brownies-for-breakfast,http://nanowrimo.org/participants/EvalinaPhoenix/novels,1,0.0,0,1,0,1,0.0
1658,Schofield's Secrets,November 2015,http://nanowrimo.org/participants/embersshadow/novels/schofield-s-secrets,http://nanowrimo.org/participants/embersshadow/novels,14,1481.64285714,424,23,1951,7,450.558479975
1659,The Alien's Invitation,November 2014,http://nanowrimo.org/participants/embersshadow/novels/the-alien-s-invitation,http://nanowrimo.org/participants/embersshadow/novels,18,1722.66666667,880,19,3360,18,470.137450351
1660,School for Gifted Witches and Wizards,November 2013,http://nanowrimo.org/participants/embersshadow/novels/school-for-gifted-witches-and-wizards,http://nanowrimo.org/participants/embersshadow/novels,25,2075.04,142,28,3911,18,922.190543434
1661,The Captain and the Concertmaster,November 2015,http://nanowrimo.org/participants/solayan/novels/the-captain-and-the-concertmaster,http://nanowrimo.org/participants/solayan/novels,30,1670.16666667,8,30,4162,13,1197.16351106
1662,Hamlet P.I.,November 2014,http://nanowrimo.org/participants/solayan/novels/hamlet-p-i,http://nanowrimo.org/participants/solayan/novels,26,1926.03846154,264,21,6027,23,1295.90317423
1663,Parrot Mage,November 2013,http://nanowrimo.org/participants/solayan/novels/parrot-mage,http://nanowrimo.org/participants/solayan/novels,23,2181.91304348,738,4,7051,29,1315.23550257
1664,Rise and Fall,November 2012,http://nanowrimo.org/participants/solayan/novels/rise-and-fall-205951,http://nanowrimo.org/participants/solayan/novels,23,2177.08695652,814,8,4127,25,772.750024998
1665,Ours to Mold,November 2011,http://nanowrimo.org/participants/solayan/novels/ours-to-mold,http://nanowrimo.org/participants/solayan/novels,26,2404.5,-65,23,5035,19,1052.80019472
1666,The First Star and What Came After,November 2010,http://nanowrimo.org/participants/solayan/novels/the-first-star-and-what-came-after,http://nanowrimo.org/participants/solayan/novels,1,0.0,0,1,0,1,0.0
1667,title neither given nor deserved,November 2009,http://nanowrimo.org/participants/solayan/novels/title-neither-given-nor-deserved,http://nanowrimo.org/participants/solayan/novels,1,0.0,0,1,0,1,0.0
1668,GAAAH let's do this thing TWO WEEKS LATE,November 2015,http://nanowrimo.org/participants/wulfae/novels/gaaah-let-s-do-this-thing-two-weeks-late,http://nanowrimo.org/participants/wulfae/novels,4,2352.75,0,1,6162,21,2300.40294025
1669,"Eventual Clever Title, part the 2.",November 2013,http://nanowrimo.org/participants/wulfae/novels/eventual-clever-title-part-the-2,http://nanowrimo.org/participants/wulfae/novels,18,2837.44444444,434,11,5043,27,1241.22834421
1670,Eventual clever title.,November 2012,http://nanowrimo.org/participants/wulfae/novels/eventual-clever-title,http://nanowrimo.org/participants/wulfae/novels,16,3130.9375,0,1,7656,25,2220.44045374
1671,E & E,November 2015,http://nanowrimo.org/participants/writtenliving/novels/e-e-897689,http://nanowrimo.org/participants/WrittenLiving/novels,3,1308.33333333,489,3,2178,1,690.449290116
1672,Hypnotic,November 2014,http://nanowrimo.org/participants/writtenliving/novels/hypnotic-632548,http://nanowrimo.org/participants/WrittenLiving/novels,4,278.5,157,4,511,15,139.802539319
1673,Evren and Earth,November 2013,http://nanowrimo.org/participants/writtenliving/novels/evren-and-earth,http://nanowrimo.org/participants/WrittenLiving/novels,29,1730.72413793,121,23,4351,28,873.403208879
1674,To Hold the Moon,November 2012,http://nanowrimo.org/participants/writtenliving/novels/to-hold-the-moon,http://nanowrimo.org/participants/WrittenLiving/novels,29,1735.03448276,94,17,5000,22,1378.99877429
1675,What Doesn't Exist,November 2011,http://nanowrimo.org/participants/writtenliving/novels/what-doesn-t-exist,http://nanowrimo.org/participants/WrittenLiving/novels,27,1934.85185185,100,15,7215,28,1408.79183079
1676,What Doesn't Exist,November 2010,http://nanowrimo.org/participants/writtenliving/novels/what-doesn-t-exist-514554,http://nanowrimo.org/participants/WrittenLiving/novels,1,0.0,0,1,0,1,0.0
1677,Accidental Romance,November 2015,http://nanowrimo.org/participants/trudyg/novels/accidental-romance-814800,http://nanowrimo.org/participants/TrudyG/novels,30,480.0,4,11,2462,4,695.449207347
1678,Here Be Dragons,November 2014,http://nanowrimo.org/participants/trudyg/novels/here-be-dragons-576563,http://nanowrimo.org/participants/TrudyG/novels,25,2449.28,13,21,4564,3,1378.937113
1679,The Trickster's Trade / The Pack,November 2013,http://nanowrimo.org/participants/trudyg/novels/the-trickster-s-trade-the-pack,http://nanowrimo.org/participants/TrudyG/novels,22,2273.90909091,37,6,6215,19,2009.04214873
1680,One Foot Out the Door,November 2012,http://nanowrimo.org/participants/trudyg/novels/one-foot-out-the-door,http://nanowrimo.org/participants/TrudyG/novels,7,478.571428571,93,1,1387,3,488.661687569
1681,Wild Hunt,November 2011,http://nanowrimo.org/participants/trudyg/novels/wild-hunt,http://nanowrimo.org/participants/TrudyG/novels,20,1637.25,69,3,5052,20,1262.14677732
1682,Lost and Found (v1),November 2010,http://nanowrimo.org/participants/trudyg/novels/lost-and-found-v1,http://nanowrimo.org/participants/TrudyG/novels,1,0.0,0,1,0,1,0.0
1683,A Fox's Fight,November 2009,http://nanowrimo.org/participants/trudyg/novels/a-fox-s-fight,http://nanowrimo.org/participants/TrudyG/novels,1,0.0,0,1,0,1,0.0
1684,Search and Rescue,November 2008,http://nanowrimo.org/participants/trudyg/novels/search-and-rescue-451115,http://nanowrimo.org/participants/TrudyG/novels,1,0.0,0,1,0,1,0.0
1685,failed ladyhawke poly triad fic + nb headcanon coffee prince fic + 'many-worlds' multiverse grey's anatomy s1-3 fic,November 2015,http://nanowrimo.org/participants/rinjii/novels/failed-ladyhawke-poly-triad-fic-nb-headcanon-coffee-prince-fic-many-worlds-multiverse-grey-s-anatomy-s1-3-fic,http://nanowrimo.org/participants/Rinjii/novels,7,796.857142857,0,1,1755,3,623.910577057
1686,Untitled Ladyhawke Poly Triad Re-Write,November 2014,http://nanowrimo.org/participants/rinjii/novels/untitled-ladyhawke-poly-triad-re-write,http://nanowrimo.org/participants/Rinjii/novels,1,0.0,0,1,0,1,0.0
1687,Untitled,November 2013,http://nanowrimo.org/participants/rinjii/novels/untitled-499193,http://nanowrimo.org/participants/Rinjii/novels,6,865.0,581,8,1098,20,209.551902878
1688,"The Zombie Tipping Series: Metal, Water, Fire and Ice",November 2012,http://nanowrimo.org/participants/rinjii/novels/the-zombie-tipping-series-metal-water-fire-and-ice,http://nanowrimo.org/participants/Rinjii/novels,20,2510.5,824,24,5063,5,1273.55775291
1689,Only Time,November 2011,http://nanowrimo.org/participants/rinjii/novels/only-time,http://nanowrimo.org/participants/Rinjii/novels,20,2502.1,-1609,27,7277,1,1751.54049054
1690,Maya is Dead,November 2010,http://nanowrimo.org/participants/rinjii/novels/maya-is-dead,http://nanowrimo.org/participants/Rinjii/novels,1,0.0,0,1,0,1,0.0
1691,Beauty & The Beast & Ghost & Sheep,November 2009,http://nanowrimo.org/participants/rinjii/novels/beauty-the-beast-ghost-sheep,http://nanowrimo.org/participants/Rinjii/novels,1,0.0,0,1,0,1,0.0
1692,Shot Through the Knee at the Vampire Riots,November 2008,http://nanowrimo.org/participants/rinjii/novels/shot-through-the-knee-at-the-vampire-riots,http://nanowrimo.org/participants/Rinjii/novels,1,0.0,0,1,0,1,0.0
1693,Before the Tower Fell,November 2015,http://nanowrimo.org/participants/persekore/novels/before-the-tower-fell,http://nanowrimo.org/participants/persekore/novels,12,2356.08333333,494,18,6204,7,1554.75531078
1694,The Hammer's Boon,November 2014,http://nanowrimo.org/participants/persekore/novels/the-hammer-s-boon,http://nanowrimo.org/participants/persekore/novels,20,2500.7,208,26,5014,1,1240.44347312
1695,The Mirror Hunters,November 2013,http://nanowrimo.org/participants/persekore/novels/the-mirror-hunters,http://nanowrimo.org/participants/persekore/novels,15,3452.46666667,1316,14,10506,26,2872.8746316
1696,Glyphic,November 2012,http://nanowrimo.org/participants/persekore/novels/glyphic,http://nanowrimo.org/participants/persekore/novels,12,4310.0,-7330,14,13618,30,4952.05753534
1697,Sobriquet,November 2011,http://nanowrimo.org/participants/persekore/novels/sobriquet,http://nanowrimo.org/participants/persekore/novels,25,2001.12,0,1,5209,17,1167.77050211
1698,Within Wheels - the Kendrian Cycle,November 2007,http://nanowrimo.org/participants/persekore/novels/within-wheels-the-kendrian-cycle,http://nanowrimo.org/participants/persekore/novels,1,0.0,0,1,0,1,0.0
1699,The Spirit Steward Cycle (world-building),November 2015,http://nanowrimo.org/participants/perfectimperfection/novels/the-spirit-steward-cycle-world-building,http://nanowrimo.org/participants/perfectimperfection/novels,17,1538.47058824,100,4,10511,30,2333.75786631
1700,The Chandler's Den,November 2014,http://nanowrimo.org/participants/perfectimperfection/novels/the-chandler-s-den,http://nanowrimo.org/participants/perfectimperfection/novels,27,2727.2962963,161,16,6742,14,1724.15206889
1701,Once Divided,November 2013,http://nanowrimo.org/participants/perfectimperfection/novels/once-divided-360416,http://nanowrimo.org/participants/perfectimperfection/novels,30,2169.66666667,440,24,5104,4,1140.7115713
1702,The Puppet Master,November 2012,http://nanowrimo.org/participants/perfectimperfection/novels/the-puppet-master-230330,http://nanowrimo.org/participants/perfectimperfection/novels,27,1863.37037037,59,15,7287,1,1391.92515625
1703,The Mad King Jonnecht,November 2015,http://nanowrimo.org/participants/mr_caterpillar/novels/the-mad-king-jonnecht,http://nanowrimo.org/participants/mr_caterpillar/novels,30,3803.4,998,20,10967,30,2195.83007236
1704,The Fall of Wancyrik,November 2014,http://nanowrimo.org/participants/mr_caterpillar/novels/the-fall-of-wancyrik,http://nanowrimo.org/participants/mr_caterpillar/novels,27,1903.74074074,198,27,5973,29,1319.10240505
1705,The Daughter of Storms,November 2013,http://nanowrimo.org/participants/mr_caterpillar/novels/the-daughter-of-storms,http://nanowrimo.org/participants/mr_caterpillar/novels,27,2647.0,88,15,5857,30,1494.82767494
1706,Invaders,November 2012,http://nanowrimo.org/participants/mr_caterpillar/novels/invaders,http://nanowrimo.org/participants/mr_caterpillar/novels,20,2500.5,0,1,8956,30,2266.65523404
1707,The New Age (working title),November 2011,http://nanowrimo.org/participants/mr_caterpillar/novels/the-new-age-working-title,http://nanowrimo.org/participants/mr_caterpillar/novels,28,3863.25,455,24,7842,16,1938.99142828
1708,Unnamed sequel to The Gift Knight's Quest,November 2010,http://nanowrimo.org/participants/mr_caterpillar/novels/unnamed-sequel-to-the-gift-knight-s-quest,http://nanowrimo.org/participants/mr_caterpillar/novels,1,0.0,0,1,0,1,0.0
1709,Unnamed Prequel Manuscript,November 2009,http://nanowrimo.org/participants/mr_caterpillar/novels/unnamed-prequel-manuscript,http://nanowrimo.org/participants/mr_caterpillar/novels,1,0.0,0,1,0,1,0.0
1710,The Gift Knight's Quest,November 2008,http://nanowrimo.org/participants/mr_caterpillar/novels/the-gift-knight-s-quest,http://nanowrimo.org/participants/mr_caterpillar/novels,1,0.0,0,1,0,1,0.0
1711,Awake,November 2015,http://nanowrimo.org/participants/lop/novels/awake-1013630,http://nanowrimo.org/participants/Lop/novels,1,0.0,0,1,0,1,0.0
1712,Pangaea: Book One,November 2014,http://nanowrimo.org/participants/lop/novels/pangaea-book-one-1013631,http://nanowrimo.org/participants/Lop/novels,1,0.0,0,1,0,1,0.0
1713,Pangaea: Book One,November 2013,http://nanowrimo.org/participants/lop/novels/pangaea-book-one-1013632,http://nanowrimo.org/participants/Lop/novels,1,0.0,0,1,0,1,0.0
1714,Pangaea: Book One,November 2012,http://nanowrimo.org/participants/lop/novels/pangaea-book-one-1013633,http://nanowrimo.org/participants/Lop/novels,1,0.0,0,1,0,1,0.0
1715,Awake,November 2015,http://nanowrimo.org/participants/ladyofpangaea/novels/awake-816012,http://nanowrimo.org/participants/LadyofPangaea/novels,25,1000.0,18,7,2370,18,557.936913997
1716,Pangaea: Book One,November 2014,http://nanowrimo.org/participants/ladyofpangaea/novels/pangaea-book-one-581301,http://nanowrimo.org/participants/LadyofPangaea/novels,21,850.476190476,110,30,2335,4,589.579318873
1717,Pangaea: Book One,November 2013,http://nanowrimo.org/participants/ladyofpangaea/novels/pangaea-book-one,http://nanowrimo.org/participants/LadyofPangaea/novels,27,1037.03703704,-954,23,5889,12,1131.08104571
