"Fact Sheet","index","url"
"Location: Seattle, Washington Hobbies: Singing/songwriting, reading, hiking, and eating cereal. Favorite noveling music: Sleeping At Last, Twenty One Pilots, and Legend of Zelda soundtracks Website: http://www.allireapandsow.tumblr.com Occupation: Student at SPU Favorite books or authors: Chaos Walking, The Outsiders, Harry Potter, and many many many (repeat as needed) more.","3645","http://nanowrimo.org/participants/allireapandsow"
"Fact Sheet","3646","http://nanowrimo.org/participants/amberkell"
"Location: Seattle Hobbies: writing, playing with my kids, video games Favorite noveling music: alternative Website: http://www.amberkell.com Occupation: writer","3647","http://nanowrimo.org/participants/amberkell"
"Fact Sheet","3648","http://nanowrimo.org/participants/Ashley-Daniele"
"Location: Seattle Hobbies: Makeup, journaling, reading, writing, going to concerts, listening to music, and social media websites. Favorite noveling music: I love writing to soundtracks from movies and anime. Anything dramatic. Harry Potter and Jurassic Park soundtracks, mostly. Website: http://ashleyisahombo.tumblr.com/ Occupation: Makeup artist Favorite books or authors: J.K. Rowling, Alyson Noel, Edgar Allen Poe, Richelle Mead, William Goldman, Shel Silverstein, R.L. Stine, (I have so many favorite authors I'm only listing the ones I can think of)","3649","http://nanowrimo.org/participants/Ashley-Daniele"
"Fact Sheet","3650","http://nanowrimo.org/participants/astridsdream"
"Primary Role: Municipal Liaison Location: Near Seattle Hobbies: Magic The Gathering, Legend of the Five Rings, alone time Favorite noveling music: lyric-less music Website: Occupation: Mom Favorite books or authors: Temeraire, The Name of the Wind, Lord of the Rings, Incarceron, Naomi Novik, Pat Rothfuss, N.K. Jemisin","3651","http://nanowrimo.org/participants/astridsdream"
"Fact Sheet","3652","http://nanowrimo.org/participants/authorperson"
"Location: Seattle, WA Hobbies: Orange cats, daydreaming, writing Favorite noveling music: Classical, electronic pop Website: Occupation: Writer","3653","http://nanowrimo.org/participants/authorperson"
"Fact Sheet","3654","http://nanowrimo.org/participants/Blushingwriter"
"Location: Maple Valley, WA Hobbies: Writing, Reading, Spending time with my twins Favorite noveling music: Pandora Station Classical for Studying Website: http://www.blushingwriter.com Occupation: Production Scheduling and Procurement Manager Favorite books or authors: Gone with the Wind, Harlequin Desire/Blaze Novels, Chelsea Cain, JT Ellison & Lisa Jackson Novels","3655","http://nanowrimo.org/participants/Blushingwriter"
"Fact Sheet","3656","http://nanowrimo.org/participants/Boupie"
"Age: 32 Location: Vacaville, CA Hobbies: Reading (duh), crocheting and kniting, quilting and sewing, baking, hosting parties and dinners, cooking, exploring new places with my DH Favorite noveling music: Guster, Mumford and Sons, Adele Website: Occupation: Educator Favorite books or authors: Currently,The End of Mr Y, I, Mona Lisa, The Historian, anything by Jasper Fforde, Christopher Moore or Jane Austen.,","3657","http://nanowrimo.org/participants/Boupie"
"Fact Sheet","3658","http://nanowrimo.org/participants/CairennRhys"
"Hobbies: Painting, photography Favorite noveling music: Smooth Jazz, Classic Rock Website: http://thespiritedquill.com/ Occupation: Spiritual Author, Poet, Essayist, Freelance Writer Favorite books or authors: Emerson, Hemingway, King, Gibran, Coehlo","3659","http://nanowrimo.org/participants/CairennRhys"
"Fact Sheet","3660","http://nanowrimo.org/participants/Caisidorhpa"
"Location: Seattle, WA Hobbies: ... Website: Occupation: Human Resources... Catalyst... Designer","3661","http://nanowrimo.org/participants/Caisidorhpa"
"Fact Sheet","3662","http://nanowrimo.org/participants/CAPav"
"Location: San Rafael, CA USA Hobbies: Archaeoastronomy, travel, labyrinths Favorite noveling music: The Darcys, Angels & Airwaves, Hammock, Pink Floyd, Alan Parsons Project Website: http://www.CAPavlinac.com Sponsorship URL http://www.stayclassy.org/CAPav Occupation: Artist/Photographer","3663","http://nanowrimo.org/participants/CAPav"
"Fact Sheet","3664","http://nanowrimo.org/participants/darkotter-s-kosher-bacon"
"Age: 18 Location: Spam Forums, among the dusty bones of deceased threads Hobbies: writing, reading, procrasticating, college Favorite noveling music: Anything that Youtube has Website: Occupation: Growing up Favorite books or authors: Brian Jacques, Tamora Pierce, J.K. Rowling, Terry Pratchett","3665","http://nanowrimo.org/participants/darkotter-s-kosher-bacon"
"Fact Sheet","3666","http://nanowrimo.org/participants/dlindle"
"Location: Seattle Hobbies: Facilities Management Favorite noveling music: French bistro Website: http://www.darianlindle.org Occupation: Mom, Wife, Playwright, Teaching Artist, Budding Novelist Favorite books or authors: Jane Austen; J.R.R. Tolkien; Patricia Briggs; Rick Riordan; J. K. Rowling; Neil Gaiman;","3667","http://nanowrimo.org/participants/dlindle"
"Fact Sheet","3668","http://nanowrimo.org/participants/ElizaWyatt"
"Age: 31 Location: Edmonds, Wa Hobbies: 3d character design, art, sculpture, role play, martial arts... Really, it's all about writing, one way or another. Favorite noveling music: This book's lineup is a bit dark and punky, with a note of optimism The Offspring, Skillet, Seether, Breaking Benjamin, Disturbed. I made a pandora station of those bands. :) Website: http://theforeverseries.com Occupation: PHP Programmer Favorite books or authors: A Game of Thrones (George R.R. Martin), American Gods (Neil Gaiman), Bridge of Birds (Barry Hughart), Midnight Nation (J. Michael Straczynski)... Ect., George R.R. Martin, Neil Gaiman, William Shakespeare, Bill Watterson, Mark Oakley... Again, Ect.","3669","http://nanowrimo.org/participants/ElizaWyatt"
"Fact Sheet","3670","http://nanowrimo.org/participants/Frozen_in_Tyme"
"Location: San Francisco Hobbies: Acting, Singing, Dancing, Reading, Drawing, Costume Design Favorite noveling music: Globus, Coheed & Cambria, Apocalyptica, Doctor Who Soundtrack, Hunger Games Soundtrack, The Village Soundtrack, Cirque Du Soleil Music, Pan's Labyrinth Soundtrack Website: http://frozenintyme.wordpress.com/ Sponsorship URL: https://www.classy.org/fundraise?fcid=534661 Occupation: student/ actor/ writer/ editor Favorite books or authors: LotR Trilogy, Harry Potter Series, Wheel of Time Series, Red As Blood, The Vampire Lestat, All Things Sherlock Holmes, All Things King Arthur & the Knights of the Roundtable, J. R. R. Tolkien, Tanith Lee","3671","http://nanowrimo.org/participants/Frozen_in_Tyme"
"Fact Sheet","3672","http://nanowrimo.org/participants/fyca"
"Location: Seattle Favorite noveling music: silence is golden Website: Occupation: ESL Instructor Favorite books or authors: Anna Karenina, Persuasion, Lolita, What I Loved, The Children's Book, Austen, Nabokov, Tolstoy, Byatt","3673","http://nanowrimo.org/participants/fyca"
"Fact Sheet","3674","http://nanowrimo.org/participants/JaxFost"
"Age: 31 Location: Renton, WA Hobbies: Running, Reading, Writing, Guitar, Songwriting Favorite noveling music: James Vincent McMorrow, Gungor, Ray LaMontagne, The Civil Wars, Needtobreathe Website: Occupation: Stay-at-home parent Favorite books or authors: Blue Like Jazz, Traveling Mercies, The Great Gatsby, Sisterhood of the Traveling Pants, Stargirl","3675","http://nanowrimo.org/participants/JaxFost"
"Fact Sheet","3676","http://nanowrimo.org/participants/jelliott93"
"","3677","http://nanowrimo.org/participants/jelliott93"
"Fact Sheet","3678","http://nanowrimo.org/participants/Jonah-ER-Loeb"
"Birthday: August 7 Location: Seattle, WA Hobbies: Cartooning, sharing movies with my kids. Favorite noveling music: Tom Waits Website: http://www.jonaherloeb.com Occupation: Stay-at-home Dad.","3679","http://nanowrimo.org/participants/Jonah-ER-Loeb"
"Fact Sheet","3680","http://nanowrimo.org/participants/Judydawn"
"Location: Redmond, WA Favorite noveling music: They Might Be Giants Website: http://www.judydawn.com Occupation: Novelist Favorite books or authors: The Magic of Recluse Series","3681","http://nanowrimo.org/participants/Judydawn"
"Fact Sheet","3682","http://nanowrimo.org/participants/juliawester"
"","3683","http://nanowrimo.org/participants/juliawester"
"Fact Sheet","3684","http://nanowrimo.org/participants/kalekim"
"Location: Seattle Hobbies: Dance, Running, Reading, Movies, Design, Letterpress Website: Favorite books or authors: Toni Morrison, John Steinbeck, Michael Ondaatje, Lois-Ann Yamanaka","3685","http://nanowrimo.org/participants/kalekim"
"Fact Sheet","3686","http://nanowrimo.org/participants/KinoFou"
"Location: Seattle, Washington Favorite noveling music: movie scores Website: http://www.kinomcfarland.com Occupation: Film industry person, writer, dog walker Favorite books or authors: Night Film, Neil Gaiman, Chuck Palahniuk","3687","http://nanowrimo.org/participants/KinoFou"
"Fact Sheet","3688","http://nanowrimo.org/participants/kittypan"
"Age: 21 Birthday: December 16 Location: Liverpool, England Hobbies: Reading, writing, gaming Website: http://kittypann.wordpress.com Occupation: Student Favorite books or authors: So many. So, so many.","3689","http://nanowrimo.org/participants/kittypan"
"Fact Sheet","3690","http://nanowrimo.org/participants/KlaraKim"
"Age: 36 Location: Seattle, WA Hobbies: Writing, reading, knitting, spinning, Steampunk, gaming Favorite noveling music: Ludovico Einaudi, Nox Arcana, Yuki Kajiura, ES Posthumus, Lindsey Stirling, Symphonic metal Website: https://twitter.com/KlaraKimStories Occupation: Writer Favorite books or authors: JK Rowling (Harry Potter), Gail Carriger (The Parasol Protectorate, Finishing School), Bill Willingham (Fables), Terry Pratchett (Discworld), Neil Gaiman (Neverwhere, American Gods, Sandman, short stories), Jo Walton (Lifelode)","3691","http://nanowrimo.org/participants/KlaraKim"
"Fact Sheet","3692","http://nanowrimo.org/participants/KnottedCord21"
"Hobbies: Baking, running, cleaning, reading, yoga. Favorite noveling music: None while writing; at other times, Loreena McKennitt, Enya, Celtic Woman, J.S. Bach, Bobby McFerrin, Pink Martini, Keith & Kristyn Getty, Michael Card Website: Favorite books or authors: Robin McKinley, Anne Lamott, Eva Ibbotson, J.K. Rowling, Betty MacDonald, Beverly Cleary, Connie Willis, Terry Pratchett","3693","http://nanowrimo.org/participants/KnottedCord21"
"Fact Sheet","3694","http://nanowrimo.org/participants/LadyJustice"
"Birthday: September 19 Location: Seattle, WA Hobbies: Running, soccer, karaoke, international travel, wine tasting, Favorite noveling music: Jazz Website: https://ladyjusticereigns.wordpress.com/ Occupation: Legal aid attorney","3695","http://nanowrimo.org/participants/LadyJustice"
"Fact Sheet","3696","http://nanowrimo.org/participants/lunespark"
"Age: 16 Location: Washington, United States Hobbies: Reading, drawing, singing, playing piano, watching TV, and going on Tumblr. Favorite noveling music: Indie!!!!!! Website: http://archiveofourown.org/users/LuneSpark9/works Occupation: Aspiring writer/artist and Christian. Favorite books or authors: Harry Potter, Stargirl, Fangirl, Little Women, The Penderwicks on Gardam Street, A Wrinkle in Time, The Fault in Our Stars, and many, many, more.","3697","http://nanowrimo.org/participants/lunespark"
"Fact Sheet","3698","http://nanowrimo.org/participants/MDBrannan"
"Location: Seattle Hobbies: Hiking, bouldering, martial arts, camping Favorite noveling music: Americana Website: http://www.michaelbrannanphotography.com/ Occupation: Photographer Favorite books or authors: J.R.R. Tolkein, Robert Service, Jack London, Ernset Hemingway.","3699","http://nanowrimo.org/participants/MDBrannan"
"Fact Sheet","3700","http://nanowrimo.org/participants/Miss-Apple"
"Birthday: September 21 Location: Seattle-Everett Hobbies: Dancing, Fashion Design, WRITING! Favorite noveling music: Classical & Alternative Rock Website: Http://www.heavensfiction.blogspot.com Sponsorship URL: http://www.classy.org/MissApple Occupation: Writer/Editor Favorite books or authors: Count of Monte Cristo, Tale of Two Cities, On Art and Nature, Daring to Dream trilogy, Nora Roberts, John Keats, John Ruskin","3701","http://nanowrimo.org/participants/Miss-Apple"
"Fact Sheet","3702","http://nanowrimo.org/participants/morvegan"
"Location: Seattle, WA Website: http://www.wearenotthings.com Occupation: Non-Profits","3703","http://nanowrimo.org/participants/morvegan"
"Fact Sheet","3704","http://nanowrimo.org/participants/MrLasers"
"Location: Seattle, WA Website:","3705","http://nanowrimo.org/participants/MrLasers"
"Fact Sheet","3706","http://nanowrimo.org/participants/NW_Rose"
"Age: 27 Location: Renton, WA Hobbies: Writing(is that one obvious?), crochet, crafts, putting one foot in front of the other Favorite noveling music: Alt Folk, Americana, Country, Alt Country, Alt/Folk Rock Website:","3707","http://nanowrimo.org/participants/NW_Rose"
"Fact Sheet","3708","http://nanowrimo.org/participants/otakubookworm123"
"Location: san jose, ca Hobbies: reading, writing, running, jogging, yoga Favorite noveling music: alternative / indie Website: Occupation: high school student / part-time writer Favorite books or authors: you can't be serious, homie.","3709","http://nanowrimo.org/participants/otakubookworm123"
"Fact Sheet","3710","http://nanowrimo.org/participants/Tamsin_Silver"
"Birthday: July 26 Location: New York, NY Hobbies: I do a lot here in NYC but I think my top interests are my dog, writing, reading, dancing, movies, music, meeting new people and Crime Drama TV shows. Favorite noveling music: Either instrumentals like E.S. Posthumus or Goth/Industrial/EBM (SanctuaryRadio.com or Pandora Radio Station VNV Nation Mix) Website: http://www.tamsinsilver.com/ Occupation: Billing Compliance Coordinator for Pharmacy Informatics at a hospital Favorite books or authors: The Mortal Instrument Series, Sweep Series, Rangers Apprentice Series, Harry Potter Series, Cassandra Clare, Cate Tiernan, John Flanagan, J.K. Rowling","3711","http://nanowrimo.org/participants/Tamsin_Silver"
"Fact Sheet","3712","http://nanowrimo.org/participants/starleaf"
"Age: 25 Location: Astoria, New York Website: http://crgwrites.wordpress.com","3713","http://nanowrimo.org/participants/starleaf"
"Fact Sheet","3714","http://nanowrimo.org/participants/spinflight"
"Location: shoreline Hobbies: seeking direct sunlight, sleeping in camp chairs, throwing or watching things that fly, the oregon country fair, real camping, sailing on other people's boats, eating candy instead of meals, staying up too late, trying to figure out what's going on Favorite noveling music: silence, electronica, classical Website: Occupation: wageslave Favorite books or authors: lloyd alexander, joanna rose, zelazny, jeff noon, jellicoe road, leslie marmon silko, matt ruff, donald barthelme","3715","http://nanowrimo.org/participants/spinflight"
"Fact Sheet","3716","http://nanowrimo.org/participants/sandersen"
"Location: Olympia, WA Website:","3717","http://nanowrimo.org/participants/sandersen"
"Fact Sheet","3718","http://nanowrimo.org/participants/russodd"
"Location: Brooklyn, NY Hobbies: Origami, Running Favorite noveling music: Current-novel-themed playlists Website: Occupation: Software Engineer","3719","http://nanowrimo.org/participants/russodd"
"Fact Sheet","3720","http://nanowrimo.org/participants/Priscale"
"Location: NYC Hobbies: Art, Ballet, Books Favorite noveling music: Classic FM Website: Occupation: Writer Favorite books or authors: P.G. Wodehouse, Agatha Christie, Nancy Mitford, Edith Wharton, Jane Austen, John Mortimer, Enid Blyton","3721","http://nanowrimo.org/participants/Priscale"
"Fact Sheet","3722","http://nanowrimo.org/participants/plague"
"Location: upon request Hobbies: learning new skills/languages, traveling, sports Favorite noveling music: punk rock, classical Website: Occupation: upon request","3723","http://nanowrimo.org/participants/plague"
"Fact Sheet","3724","http://nanowrimo.org/participants/Mare9548"
"Age: 37 Birthday: December 2 Location: Venezuela Hobbies: Read, Listen music, RPing, Writing, writing, writing and more writting!! Favorite noveling music: Depends on what Im writting, but mostly Trailer music (Two steps from hell, X-Ray Dog, Methodic Doubt, Audiomachine, Future world, & more). Also a lot of pop-rock, funk, alternative Website: http://twitter.com/Olicity_Fics Favorite books or authors: Sherrilyn Kenyon (Dark-Hunter, CoN, Belador Series), Gena Showalter (LOTU, White Rabbit Chronicles, Angels of the Dark), Kallypso Masters (rescue Me series), JR Ward (BDB), Eloisa James, Ann Mayburn, JK Rowling, Lisa Kleypas, Michelle Reid, Nicole Jordan, Stephenie Meyer, Robin Schone","3725","http://nanowrimo.org/participants/Mare9548"
"Fact Sheet","3726","http://nanowrimo.org/participants/lilychick"
"Location: back in the New York groove! Hobbies: tumblr, Sailor Moon, Doctor Who, Ace Attorney, movies, hockey, music Favorite noveling music: painstakingly created iMixes which I then don't really hear. Website: http://whatsupbuttercup.tumblr.com Occupation: student (maybe) and perpetual retail slave Favorite books or authors: Good Omens, the Harry Potter series, The Amazing Adventures of Kavalier and Clay, Jonathan Strange and Mr. Norrell, House of Leaves, the Gemma Doyle trilogy, still you.","3727","http://nanowrimo.org/participants/lilychick"
"Fact Sheet","3728","http://nanowrimo.org/participants/Lara-F"
"Location: New York, NY Hobbies: Movies, Walking, Obsessing Favorite noveling music: Jonathan Coulton, Johnny Cash, They Might Be Giants, Guardians of the Galaxy Soundtrack Website: http://www.larafrater.com Occupation: Never what I want it to be. Favorite books or authors: Even Cowgirls get the Blues, Big Trouble, The Stand, Possessing the Secret of Joy., Joe R Lansdale, Stephen King, Alice Walker, Richard Matheson, Max Brooks,","3729","http://nanowrimo.org/participants/Lara-F"
"Fact Sheet","3730","http://nanowrimo.org/participants/LadyMage"
"Location: New York Hobbies: Work, computers, walking around, my friends Favorite noveling music: Everything that strikes a scene - mostly jazz, rock, alternative, classical, you name it. Website: http://www.katherinegilraine.com Favorite books or authors: Child 44, most things by Stephen King","3731","http://nanowrimo.org/participants/LadyMage"
"Fact Sheet","3732","http://nanowrimo.org/participants/kapppz"
"Age: 28 Location: Toronto, Canada Website: Http://www.leakaplan.com Occupation: Graphic Designer","3733","http://nanowrimo.org/participants/kapppz"
"Fact Sheet","3734","http://nanowrimo.org/participants/jrkennedy"
"Location: Madison NJ Hobbies: Reading, Computers, Food, Genealogy, Hearing other people's personal stories. Website: http://roughheads.org Favorite books or authors: Stranger in a Strange Land, American Gods, Jonathan Strange and Mr Norrell, Anna Karenina, Heinlein, Gaiman, Tolkien, Clancy","3735","http://nanowrimo.org/participants/jrkennedy"
"Fact Sheet","3736","http://nanowrimo.org/participants/hershele_ostropoler"
"Location: Brooklyn, NY Hobbies: robots, food, languages, politics Favorite noveling music: nerdcore, punk Website: http://essaressellwye.tumblr.com Favorite books or authors: Peter Devries, Terry Pratchett","3737","http://nanowrimo.org/participants/hershele_ostropoler"
"Fact Sheet","3738","http://nanowrimo.org/participants/Gia-Shakur"
"Location: HARLEM NY Hobbies: Lurking with various deities. Sushi whore. Favorite noveling music: Frank Ocean The Weeknd Erykah Badu Fiona Apple Website: Occupation: Event planner. Door girl. Good time seeker. In my free time I enjoy botany. Favorite books or authors: Octavia Butler/ Chuck Palahniuk/ 1984/ bell hookz/ Jeffrey Eugenides/","3739","http://nanowrimo.org/participants/Gia-Shakur"
"Fact Sheet","3740","http://nanowrimo.org/participants/florenceandcalamity"
"Location: NYC Favorite noveling music: Classical- no words, or else I get massively distracted! Website: http://steadygoing.wordpress.com Occupation: Literary agent Favorite books or authors: gaudy night, whose body, murder of roger ackroyd, pride & prejudice, jonathan strange & mr. norrell, pattern recognition, the difference engine, the diamond age, dorothy l. sayers, neil gaiman, jane austen, george eliot, agatha christie","3741","http://nanowrimo.org/participants/florenceandcalamity"
"Fact Sheet","3742","http://nanowrimo.org/participants/embereye"
"Primary Role: Municipal Liaison Location: Brooklyn, NY Hobbies: Reading all the books, playing most of the video games, making far too many terrible jokes Favorite noveling music: Soundtracks mostly. If it's fast going, Tron music works, if it's slower, Upstream Color is best. If I'm looking for space, I have Mass Effect. If I'm looking for something wilder, I have Skyrim. Website: http://embereye.wordpress.com Occupation: Freelance Writer, Content Manager, Game Designer Favorite books or authors: This is very difficult. How about authors I'd like to learn from? Octavia Butler, Rachel Pollack, Andre Norton, Joan Sloncewski, Zenna Henderson, Jim Butcher, Elizabeth Bear, Seanan McGuire, Charles Stross, Tamora Pierce, Mercedes Lackey, Alice Hoffman, Mur Lafferty, Caitlin R. Kiernan, Samuel R. Delaney, Elizabeth Hand","3743","http://nanowrimo.org/participants/embereye"
"Fact Sheet","3744","http://nanowrimo.org/participants/Darkscribe"
"Location: New York City Hobbies: crochet, plush making, music, knitting, spinning Favorite noveling music: Punk, Metal, Rock, Pop, Cartoon Theme songs Website: http://www.midnightscribbles.com/blog Occupation: Market Reasearch Analyst Favorite books or authors: The Lord of the Rings Trilogy, The Vampire Armand, MacBeth , JRR Tolkien, R.A. Salvatore, Neil Gaiman","3745","http://nanowrimo.org/participants/Darkscribe"
"Fact Sheet","3746","http://nanowrimo.org/participants/ClaudyKeira"
"Hobbies: Movies Favorite noveling music: Scores and Celtic Music Website:","3747","http://nanowrimo.org/participants/ClaudyKeira"
"Fact Sheet","3748","http://nanowrimo.org/participants/cinnamon-quill"
"Location: Quill Café Website: http://quillcafe.blogspot.com/ Occupation: Aspiring Author","3749","http://nanowrimo.org/participants/cinnamon-quill"
"Fact Sheet","3750","http://nanowrimo.org/participants/AxmxZ"
"Location: Chicago, Illinois Hobbies: reading and beading Favorite noveling music: Beirutnights.com Website: http://axmxz.livejournal.com Favorite books or authors: Viktor Pelevin, Umberto Eco, John Fowles, PG Wodehouse","3751","http://nanowrimo.org/participants/AxmxZ"
"Fact Sheet","3752","http://nanowrimo.org/participants/aravis"
"Location: New York, USA| Lefkada, Greece Hobbies: Commentary, teaching and reading, reading, reading Favorite noveling music: I prefer either the quiet or having friends nearby. Website: Occupation: I work in the ad-tech industry. Favorite books or authors: ""The Chronicles of Narnia"" series by C.S. Lewis; ""The Harry Potter"" series by J.K. Rowling; ""A Song of Ice and Fire"" series by George RR Martin; John Berendt; and, Greek authors","3753","http://nanowrimo.org/participants/aravis"
"Fact Sheet","3754","http://nanowrimo.org/participants/angusm"
"Location: New York NY, USA Hobbies: photography,computers Favorite noveling music: Jordi Savall/Hesperion XXI, Oysterband, Ian Anderson, Website: http://www.raingod.com/ Occupation: Software developer Favorite books or authors: Emile Zola,John Fowles,Daniel Pennac,Italo Calvino,Stefano Benni, Peter Watts","3755","http://nanowrimo.org/participants/angusm"
"Fact Sheet","3756","http://nanowrimo.org/participants/ksg1981"
"Primary Role: Municipal Liaison Age: 34 Location: Harrow, London, UK Hobbies: Reading about philosophy and cosmology. Video Games. Films. TV shows. Website: http://www.sophiekgreen.co.uk Occupation: Civil Servant Favorite books or authors: The Lord of the Rings, A Song of Ice and Fire (series), anything by Stephen King","3757","http://nanowrimo.org/participants/ksg1981"
"Fact Sheet","3758","http://nanowrimo.org/participants/thrilleraddict"
"Location: South Jersey Favorite noveling music: Lindsey Stirling, electric violin, Chameleon Circuit, Bond, Blue Stahli, The Piano Guys Website: Favorite books or authors: Manifestation by Jason Cantrell, Please Don't Tell My Parents I'm a Supervillain by Richard Roberts","3759","http://nanowrimo.org/participants/thrilleraddict"
"Fact Sheet","3760","http://nanowrimo.org/participants/samioni"
"Age: 40 Birthday: March 19 Location: Essex Hobbies: Watching Superhero movies and crisp eating. Favorite noveling music: TV in the background and the tapping paws of fluffy things wanting attention. Website: http://ionimountain.blogspot.com/ Occupation: Psychotherapist and Tutor Favorite books or authors: The Bell Jar, Oranges are not the Only Fruit, Anansi Boys, The Book With No Name, To Kill a Mocking Bird, Choke, High Fidelity, His Dark Materials, Crash, Naked Lunch, JG Ballard, Philip Pullman, The Austen, Anne Rice, Neil Gaiman, Chuck Palahniuk, Nick Hornby, Me!","3761","http://nanowrimo.org/participants/samioni"
"Fact Sheet","3762","http://nanowrimo.org/participants/sacredlove1"
"Location: Middle of Nowhere Hobbies: Singing in the shower and being laughed at by my fellow students Favorite noveling music: Anything that keeps me from going insane and keeps me typing Website: Occupation: Theological Student Favorite books or authors: JK Rowling, John Green, John Ortberg","3763","http://nanowrimo.org/participants/sacredlove1"
"Fact Sheet","3764","http://nanowrimo.org/participants/rachnmi"
"Location: London, UK Hobbies: travel, crafts, drinks Favorite noveling music: stuff that was cool in 1997 Website: https://twitter.com/drrachrich Occupation: stories Favorite books or authors: various and many","3765","http://nanowrimo.org/participants/rachnmi"
"Fact Sheet","3766","http://nanowrimo.org/participants/PurplePixie"
"Location: London Hobbies: Reading, writing, sewing, tea and cake, Favorite noveling music: Relaxation music. Website: Occupation: Retail assistant. Favorite books or authors: Robert Jordan, Terry Pratchett, Patrick Rothfuss.","3767","http://nanowrimo.org/participants/PurplePixie"
"Fact Sheet","3768","http://nanowrimo.org/participants/Paul-Hiscock"
"Location: Orpington, Kent, UK Favorite noveling music: Vince Guaraldi Website:","3769","http://nanowrimo.org/participants/Paul-Hiscock"
"Fact Sheet","3770","http://nanowrimo.org/participants/Omega1989"
"Age: 26 Location: London, UK Hobbies: Reading (obviously), board gaming Favorite noveling music: Rasputina, The Veronicas, Amanda Palmer, Lady Essence, Alyssa Marie, Taylor Swift, Sleigh Bells Website: Occupation: Civil Servant (Department for Education) Favorite books or authors: Sergei Lukyanenko, David Brin, Terry Pratchett, Isaac Asimov, Joey Comeau, Arthur C. Clarke, John Green","3771","http://nanowrimo.org/participants/Omega1989"
"Fact Sheet","3772","http://nanowrimo.org/participants/nudul"
"Age: 30 Location: Manchester Hobbies: Reading, writing, drawing, painting, sewing, cross stitch Favorite noveling music: Any soft music *guilty pleasure is currently pitch perfect one and two* Website: Occupation: Full time mummy Favorite books or authors: Player of Games, To Kill a Mocking Bird, Memoirs of a Geisha, Of Mice and Men, Julie Kagawa, Terry Pratchett, Iann M Banks","3773","http://nanowrimo.org/participants/nudul"
"Fact Sheet","3774","http://nanowrimo.org/participants/NickMB"
"Location: London Hobbies: Writing, thinking, badminton, reviewing, Twitter (@NickMB). Favorite noveling music: MOR indie, usually REM Website: http://nickbryan.com Occupation: Part-time writer, part-time IT Crowd re-enacter.","3775","http://nanowrimo.org/participants/NickMB"
"Fact Sheet","3776","http://nanowrimo.org/participants/NathalieLot"
"Location: London Hobbies: Ukulele, YouTube, Art Favorite noveling music: AllCaps, Hank Green, East End Radio Website: http://lotaboutlondon.co.uk Occupation: Freelance writer Favorite books or authors: John Green, Harry Potter Serise","3777","http://nanowrimo.org/participants/NathalieLot"
"Fact Sheet","3778","http://nanowrimo.org/participants/Mighty-Sarbear"
"Birthday: December 3 Location: Guernsey Hobbies: Procrastination Favorite noveling music: Depends how far behind I am Website: Occupation: Very grown up and boring Favorite books or authors: Jonathan Strange and Mr Norrell","3779","http://nanowrimo.org/participants/Mighty-Sarbear"
"Fact Sheet","3780","http://nanowrimo.org/participants/middleoftheride"
"Website:","3781","http://nanowrimo.org/participants/middleoftheride"
"Fact Sheet","3782","http://nanowrimo.org/participants/LXandraS"
"Location: Hampshire, UK Hobbies: Reading, Writing, Painting, Sewing, Printing Favorite noveling music: Absolute quiet works best for me Website: Occupation: Freelance Writer","3783","http://nanowrimo.org/participants/LXandraS"
"Fact Sheet","3784","http://nanowrimo.org/participants/LumpyLex64"
"","3785","http://nanowrimo.org/participants/LumpyLex64"
"Fact Sheet","3786","http://nanowrimo.org/participants/LouSycamore"
"Location: London. Hobbies: Football. Painting. Reading. Website: Favorite books or authors: Tess Gerritsen.","3787","http://nanowrimo.org/participants/LouSycamore"
"Fact Sheet","3788","http://nanowrimo.org/participants/LorelaiSquared"
"Location: Richmond, BC Hobbies: Teaching, Singing, reading, knitting, cooking, cross stitch, Favorite noveling music: I have a playlist of songs that I've found I can write with. My current favourite is basically the entire soundtrack to the tv show ""Nashville"". Website: Occupation: Teacher Favorite books or authors: Anne of Green Gables, Pendragon Series, Harry Potter, Chronicle of Narnia, Time Traveler's Wife, Jane Austen, Shakespeare, Marian Keyes, Dianna Gabaldon, Kit Pearson, Cecilia Ahern, Lucy Maud Montgomery,","3789","http://nanowrimo.org/participants/LorelaiSquared"
"Fact Sheet","3790","http://nanowrimo.org/participants/lisashawnz"
"Location: New Zealand Hobbies: Reading, Writing, Music, Travel Favorite noveling music: Pink, Musicals, Glee, Adam Lambert Website: Occupation: Nurse Favorite books or authors: J.K Rowling, Suzanne Collins, Janet Evanovich,","3791","http://nanowrimo.org/participants/lisashawnz"
"Fact Sheet","3792","http://nanowrimo.org/participants/lisalulu09"
"Location: London, England Hobbies: TV, films, reading Favorite noveling music: Alternative; instrumental soundtracks Website: Occupation: Graduate Favorite books or authors: Harry Potter, The Chronicles of Narnia, Kidnapped, Oliver Twist, Neverwhere, American Gods, Goodnight Mister Tom","3793","http://nanowrimo.org/participants/lisalulu09"
"Fact Sheet","3794","http://nanowrimo.org/participants/lingrem"
"Location: Thompson, Manitoba Hobbies: photography, hiking/walking, park-hopping.... Website: Occupation: Teacher Favorite books or authors: The Chronicles of Narnia, the Sally Lockhart series, The Wind In the Willows, the Velveteen Rabbit....... ,","3795","http://nanowrimo.org/participants/lingrem"
"Fact Sheet","3796","http://nanowrimo.org/participants/Liberate"
